"";"tweets.df.text";"emot"
"1309";"RT @tagapamayapa00: How to UN-LOVE her? @delavinkisses 

- WALANG ARTE.

#MyYoungAngelLocsin https://t.co/QVD6os88RL";""
"1310";"RT @WayneABryant: @FoxNews  Why are you pushing Starbucks when all they do is support anti-American agendas? Quit now, please.";""
"1311";"Undertale Papyrus Skeleton Necklace Pendant Cosplay Collection Otaku https://t.co/h2MLrXCMAf https://t.co/ODyw0FbHnS";""
"1312";"Converse Chuck Taylor All Star Unisex Shoes  https://t.co/EGemqweRzD Smithboro, Illinois https://t.co/UxmgqVG8TK";""
"1313";"Deus Ex: Human Revolution  Directors Cut (Nintendo Wii U, 2013) https://t.co/2bIGlGYqgS #gamers";""
"1314";"RT @Holbornlolz: Rutte lost 25% of his seats

Wilders gained 33% more seats https://t.co/FFyqEgzQZh";""
"1315";"Hoodie Spreading Deaf Awareness With ... https://t.co/z7BDpguTfL";""
"1316";"RT @NicolaSturgeon: Good. https://t.co/jQedf2FhAk";""
"1317";"RT @jasmine_calim: Thank you @StarCinema for this article  https://t.co/1KL503lFno";"<CLAPPING HANDS SIGN><FACE SCREAMING IN FEAR><SMILING FACE WITH HEART-SHAPED EYES>"
"1318";"RT @Art_FeeIs: oceanic lovers https://t.co/OnOjMEUpQ0";""
"1319";"Womens Buckle Accent Ankle Strap Open Toe Platform Wedge Sandals Black Sz 8 https://t.co/y8kfTbtGre https://t.co/ndWLhTuGEQ";""
"1320";"Yahoo Cyber Indictment Shows Kremlin, Hackers Working Hand-in-hand: By  Jade Walker  https://t.co/nWMnrsHcOt #liberal #progressive";""
"1321";"Sunrise #FL #USA - Oracle Hospitality - Technical Service Consultant - Technical Service Cons... https://t.co/2C8YvDWp4V #CAREER #JOB #WORK";""
"1322";"RT @DukeMBB: The Dance is about to begin, but we can't forget the road that led here. The best of the best so far this season. ";""
"1323";"RT @boojieflkrsn: 1. You Can Speak Your Mind Freely.
This is a great sign that your relationship is healthy and happy enough to last. ";""
"1324";"RT @_meganknowles: Think you need to train your advisors on how to mute there calls @BTCare  https://t.co/QJUab8SI4y";"<GRINNING FACE>"
"1325";"My non-existent money is aching to be spent https://t.co/I4qEucc7WZ";""
"1326";"Semantica Unveils Next Ten-Year Anniversary EPs https://t.co/OCPuSn3Spg Philip Kearney #itsallwarped #techno https://t.co/bIH8P5CBHb";""
"1327";"China &amp; Saudi Arabia sign agreements worth $65bn https://t.co/9H3SpqLnP5 https://t.co/MovZylY4oc";""
"1328";"Punchbowl in Hawaii? @KVALnews @chuckschumer @OregonGovBrown @RonWyden @repblumenauer @RepPeterDeFazio https://t.co/GpM00sIfyj";""
"1329";"Yahoo Cyber Indictment Shows Kremlin, Hackers Working Hand-in-hand https://t.co/GO4aogXGB3 https://t.co/ffjBjBGCoP";""
"1330";"Niggas off today  finally get to see my recruiter today https://t.co/TopiKtYSMS";"<HUNDRED POINTS SYMBOL>"
"1331";"I would like to hire a Research Analyst by lirimkrasniq https://t.co/5RAgeBIXVB";""
"1332";"Surely the punters will beat the bookie today  Day 3 #CheltenhamFestival";"<HORSE RACING><MONEY BAG><PERSON WITH FOLDED HANDS>"
"1333";"RT @jaysondmx: On fb btw. 
#ALDUB20thMonthsary";""
"1334";"RT @bernardokath: Hey Juicy Girls!!!
The Nationwide Search for the next Juicy Cologne Ambassadors is here again! https://t.co/PVuJxTpyGg";""
"1335";"Buy your Real Easter Eggs, palm crosses, 1 WBD books and Mothering Sunday gifts from CLC Bookshops! https://t.co/RxPXZQCqgE";""
"1336";"RT @Aniefabie: I got you.  https://t.co/jUVmOIvqjt";"<WHITE SMILING FACE>"
"1337";"I just checked in at ExxonMobil with #mPLUSPlaces Download today!  https://t.co/fFOx4nISKS";""
"1338";"@realDonaldTrump. If people believe that the person found ur tax returns in his mail box and dumber than the democrats.";""
"1339";"RT @niallvote1: Darling just hold on
DIRECTS LACRANDO I vote for #NiallHoran #HesTheOne @radiodisney";""
"1340";"RT @MissMarisRacal: Come on now follow my lead";""
"1341";"1 new unfollower in the last day. Via https://t.co/nQGD56Wu9F";""
"1342";"@HaveNotOf1 yuge! More pics here: https://t.co/K32iCKI7i1";""
"1343";"Robertsons Barbecue chicken skewers 

Follow the link : https://t.co/N4dzfpap9U https://t.co/wntDQzMpCq";""
"1344";"@RenaultIndia 
@RenaultIndia 
#KwidCLIMBERStyle
Orange and Blue https://t.co/4u9Eup89bv";""
"1345";"RT @iMajinazion: This is it na guys

Moving Up DieVy
#WildflowerSulyap";""
"1346";"@NinaAgdcl You're right! I get to work with some of the best people in the world! No matter what, I'll always make sure that I have fun.";""
"1347";"Mom Writes Letter To Punish Her Entitled Son, &gt;&gt; https://t.co/noKs0nUcMQ";""
"1348";" The body is the temple where nature asks to be revered. B&amp;W-  Wild Urban Session  #Boy #Body https://t.co/R6MusUKEEr";"<BLOSSOM><CAMERA>"
"1349";"RT @frostsgardens: The Wild West is coming to Frosts WOBURN SANDS!!

Between May 27, 2017 - Sep 03, 2017  your  little one's can... https:/";""
"1350";"RT @_Ctorress: Smack me with ya timbs so I know u dead ass";"<HEAVY BLACK HEART>"
"1351";"3 steps to overcome stress and worry https://t.co/6mxDr49eKc via the @FoxNews Android app";""
"1352";"#VideoLove Lady Gaga https://t.co/isCvasMw2J";""
"1353";"@stinkyshinki are they not allowed to renew their contracts?";""
"1354";"real one hours";""
"1355";"@GoldRavenAQ3D @WorldsVG hey gold raven how can i message you privately ?";""
"1356";"You don't want to slow your pace because you're hungry for lif... More for Leo https://t.co/fe0Y86wFco";""
"1357";"@SkyNews and I thought she was a 'single lady' ";"<FACE WITH STUCK-OUT TONGUE AND WINKING EYE>"
"1358";"RT @JordanUhl: GOP Logic

2005 Access Hollywood Tape: So old! Not him anymore!

2005 Taxes: See! He has no dealings with Russia now!";""
"1359";"RT @refinerygroup: We celebrated our 14 RAR @AgencyRegister nominations over breakfast this morning #RARAwards #goodthings ";""
"1360";"RT @carlbildt: Is there an anti-Trump wave in Europe? Yes, that seems to be the case. Saw it in Austria. Stronger in Netherlands.";""
"1361";"RT @cjchingona: ohmygod,alex, thank you !!! https://t.co/0zpKH8AukZ";""
"1362";"When I'm Gone, Just Carry On, Don't Mourn, Rejoice Everytime You Hear The Sound Of My Voice";""
"1363";"RT @jeremycorbyn: What a shambles https://t.co/zwOdUxNfgQ";""
"1364";"RT @Shakestweetz: Keep your eyes on Pence. https://t.co/OOiT3cUknR";""
"1365";"RT @RCorbettMEP: #Brexit could endanger the treatment of #Children with #cancer 
Letter from my colleague @GlenisWillmott 
https://t.co/lut";""
"1366";"Really Friars??? Gave up 17 ???";""
"1367";"Thank the good Lord for that";""
"1368";"@CakedyCakeCake_ oh my God I love playing with matches ";"<FIRE><HUNDRED POINTS SYMBOL>"
"1369";"RT @RDObserver: Before,  Maine's sobs can be heard as far as Bulacan, yet saddens you. Today, she tears in silence but breaks your heart.";""
"1370";"Well, gotta head back to work. I'll give it my best shot.

See ya guys later!";""
"1371";"Tim Ferriss: 3 Secrets of Top Performers for Getting a Great Night's Sleep https://t.co/Qts7ioigDo";""
"1372";"So excited about being #Trapped @RajkummarRao  https://t.co/uGHvNapI33 via @wordpressdotcom";""
"1373";"RT @scrowder: Genuine thought regarding abortion in cases of rape. We don't even kill the convicted rapist, but kill the victim? No easy ju";""
"1374";"RT @pagkalaagan: Tweet count as of March 16, 5:00PM for #DTBYProtesta is 
59,575 tweets. Remaining: -940,425 tweets";""
"1375";"@BTCare why does it take 2 weeks to get a phone line when you move house to a property when previous owners were also BT customers??!!";""
"1376";"RT @Burmese_Tyga: If u accepted urself from beginning...u wont be here asking for acceptance. https://t.co/Za66eHBj5X";"<SMILING FACE WITH SMILING EYES>"
"1377";"Scientists Discovered How To Have A Better Night &gt;&gt; https://t.co/rY5xV9FowE";""
"1378";"RT @KBSWorldTV: Same choreography different vibe.... Eunkwang LOL #BTOB #dance #entertainmentweekly # # https://t.co/29EvPEPWLW";""
"1379";"RT @KlNKYBABYGlRL: shy subs that stutter &amp; hide when you ask them what they want you to do to them";""
"1380";"RT @LondonFire: Our new 'Breaking Bad' style hazardous material suits will improve our response to chemical incidents ";""
"1381";"When nobody talks about you just know you're doing it all wrong";""
"1382";"Click here to watch the movie:  https://t.co/Hx567of9QQ
Redhead Euro girl gets fucked hard in public https://t.co/xSDR2gJT2T";""
"1383";"WHILE MICHAEL CRICK AND CH4 NEWS BUSY THEMSELVES OVER STORIES NO ONE CARES ABOUT, THE WESTMINSTER PAEDOPHILE SCANDAL CONTINUES UNREPORTED.";""
"1384";"RT @HettyBettyGifts: Up to 50% off in our SALE! https://t.co/KAb8v6RT0I 
#MothersDay #MothersDaygifts #Mothersdaygiftideas #FlockBN ";""
"1385";".@Strexm V2 is coming! Sign-up for exclusive early access to the #StrexmV2 Beta @ https://t.co/wHf5QnbZcS";""
"1386";"These Beautiful Black Animals Are The Rarest On -- https://t.co/dcFSUOzK4a";""
"1387";"RT @bindelj: Whorephobia isnt a threat to feminism  but ignoring the abuse of women is https://t.co/XSteJ7d3tz";""
"1388";"RT @MsgsForYou: Be strong and move on. It's time for you to be happy again.";""
"1389";"RT @fitzy_blue: Tories 70k fine by Electoral Commission is paltry but it shows they're guilty. If there's a scrap of democracy left the CPS";""
"1390";"RT @MaryneeLahaye: @MaryneeLahaye *whispers* the baguette tradition is the best and every other opinion is wrong";""
"1391";"RT @girllifetexts: Reminder: You're still young and you're not supposed to have your whole life figured out yet. Don't stress it. Everythin";""
"1392";"Who the fuck invented interviews??";""
"1393";"RT @PTI_News: #DelhiHC dismisses as infructuous the plea by some students challenging #JNU admission policy for MPhil and PhD courses.";""
"1394";"RT @DaniellePirsein: came across this on vsco and all I can think about is how much I strive for it in my future  https://t.co/CveP3T8olz";"<LOUDLY CRYING FACE>"
"1395";"You're bursting with creative ideas today and you're eager to ... More for Pisces https://t.co/gtGrM4nAXg";""
"1396";"RT @IowaChill: Evaluating both stadium's atmospheres (during their prime) which one has the better impact? 

RT- Kinnick

or

Fav- ";""
"1397";"RT @kaakiPanther: Manchi promotion team , top director tho day1 evadaina kodtadu .. 

Worst prom team , unknown directors tho Day1 @PawanKa";""
"1398";"#sleep #women Wrap Yourself Slim - Body Wraps Exposed - Minimize cellulite, tone your skin and detoxify your body https://t.co/esuPavhFbA";""
"1399";"BET NOW with #Paddy Power and get Get GBP30 free - https://t.co/61Kv7bffUw https://t.co/wNdtz6uPtW";""
"1400";"RT @compostforsoils: Outcomes from @NSW_EPA Waste Less, Recycle More projects at the Compost and Recycled Organics Breakfast Seminar: ";""
"1401";"RT @aardman: It's here! Watch the brand new teaser trailer for Nick Park's @earlymanmovie ! In cinemas 2018 A.D. https://t.co/NEfvmlza94";""
"1402";"RT @NEWS1130: Aydin Coban, the man charged in connection with the death of PoCo teen #AmandaTodd, sentenced to 10+ yrs for extortion in the";""
"1403";"RT @Designerzoh: I prolly don't even like you fr I'm prolly just lonely";""
"1404";"RT @tribelaw: For cutting-edge legal analysis of the Trump Administration, follow @ShallTakeCare: https://t.co/9wJjdv0Vgw";""
"1405";"RT @SNEH_W: When that one chick you've been eying for years finally comes through but you only have R30 taxi fare in your walle ";""
"1406";"RT @ZENandTAO: Knowing others is intelligence;
knowing yourself is true wisdom.

Mastering others is strength;
mastering yourself is true p";""
"1407";"RT @RICEjuseyo: [NOTE] Yes polls are all good, but they do NOT help raise popularity IN KOREA nor count towards MUSIC SHOWS. Pls get our pr";""
"1408";"@williamlegate psst... they ""can't see it"" - we live in strange times. 2+2=5";""
"1409";"RT @obeecoach: You know what,people can be comfortable with the ""Small You"" not the ""Big You"".
Nevertheless,think big,aim big and achieve b";""
"1410";"RT @sarahdessen: I know today is a day for hope, but I also realized we are not even 3 months into this administration and I'm depleted. Ho";""
"1411";"one person followed me and one person unfollowed me // automatically checked by https://t.co/dYkkKFGSpr";""
"1412";"Timed just right. via /r/funny https://t.co/GhKOkTkW81";""
"1413";"Customer Success Manager (m/w) - Festanstellung in Berlin... https://t.co/zjykfO0wPM";""
"1414";"RT @mubeajmi: JJP matching outfits  https://t.co/pbZVMcfAna";"<SEE-NO-EVIL MONKEY>"
"1415";"RT @HackneyAbbott: Spot on from @jeremycorbyn at #PMQs today.
RT if you're against the #PIPCuts https://t.co/ozroSZgCkr";""
"1416";"@sheilafla345 well not long now brexit the queen involved";""
"1417";"RT @SethAbramson: (THREAD) Here is why tonight's release of a portion of Trump's tax returns actually _matters_. Don't be fooled into ";""
"1418";"RT @desiringGod: Because God loves us, he is more interested in changing our hearts than changing our circumstances. https://t.co/GCHkOKqPMv";""
"1419";"Stop euthanasia of strays in Romania - Sign the Petition! https://t.co/PHAg5yq5cy via @Change";""
"1420";"RT @yeshakhuletz: Ninety five #MYXMusicAwardsMAYWARD";""
"1421";"WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWHAT THE FUCK IS A CHEETO";""
"1422";"RT @WhitneyWren1: i feel you on this 110% https://t.co/csrwXfWSjH";""
"1423";"@custardtop hope it warms up Hun xx";""
"1424";"RT @Unathi_Kwaza: @moyomanala it doesn't. Hypocrisy does.";""
"1425";"@RepubIicofIndia absolutely no idea how he was CM for 10 years of MP.";""
"1426";"@WeeZah_ source 2. https://t.co/Tw3ByuBE5q";""
"1427";"RT @igot7_MarKP: YG: I will be a leader that will bullseye your taste 
JB: Leader definitely has to have appeal that you cant get out of";""
"1428";"Stop Popping Your Pimples! It Will Leave You  https://t.co/gappbHHEzH";""
"1429";"You feel like a petal floating down a river at the mercy of th... More for Cancer https://t.co/NJAYhXqwxQ";""
"1430";"Please god tell me I'm not the only one who read that hashtag as 'deep pan anal bum party' https://t.co/5mwrSVBkGA";""
"1431";"RT @memeprovider: *riding in car with student athlete*

me: BRAKE you're gonna crash!!

student athlete: Break?There are no breaks ";"<FACE WITH LOOK OF TRIUMPH><FISTED HAND SIGN>"
"1432";"Join @Esteenis to our #IBMi party at Remain booth @W_M_C_P_A ! Free HD pics and positive vibe are guaranteed! https://t.co/pGEKlAC3nB";""
"1433";"RT @filmfare: Step aside #GeorgeClooney, @iamsrk is the official flag-bearer of #SaltAndPepper from now on!

https://t.co/cmrzAAn1ij";""
"1434";"RT @LuvLuvGaming: New on https://t.co/aT64i5iQlo Table Top Racing: World Tour Review https://t.co/JnQLl7Kj2M #Xbox #XboxOne #Gaming";""
"1435";"Very pleased to be speaking at the best economics conference in the world.  #WBI #endpovertynow https://t.co/O4kPFX5jXd";""
"1436";"RT @SluttyDevil: im online  @EliteCamPromos @BgHndsBluEys @chaturbate https://t.co/D8ySCrgRxu https://t.co/EQsU4pszsW";"<SMILING FACE WITH SMILING EYES>"
"1437";"RT @arkhamharleen: HELP A GIRL OUT PLS !!!  @usernamehack https://t.co/eCT6RtasqU";"<GROWING HEART>"
"1438";"@carlisshh wow pre";""
"1439";"RT @UKhomelessvets: Hostage situation underway at German bank, armed police on scene https://t.co/aAqrttq50N";""
"1440";"RT @TyTheAsshole:  it be the drugs talking https://t.co/p6ehpNkTJ5";"<FACE WITH TEARS OF JOY>"
"1441";"RT @SM_NCT: [OFFICIAL] 170316 #NCT Vyrl update with #MARK https://t.co/BHvud4mAVx";""
"1442";"RT @samkouvaris: Should Gus get a game ball?  Asking for a friend. https://t.co/njhzQhB3Ng";""
"1443";"Check out this service Im offering on #Fiverr:  https://t.co/CqcFA1CyRI";""
"1444";"RT @PiticNiki: Lovely https://t.co/qfl8Dw7TNz";""
"1445";"@Scott_John @mackaysuzie Jon Stewart: ""Because he always says Believe me. Nobody says believe me unless they are lying."" #auspol";""
"1446";"RT @GAVlNREACT: Listening to a story you dont care about https://t.co/Em7J9H0DnV";""
"1447";"RT @ItsFoodPics: This is my idea of beautiful  https://t.co/N7C7GYryeY";"<SLICE OF PIZZA><SMILING FACE WITH HEART-SHAPED EYES>"
"1448";"I've totally seen this happen before https://t.co/MrgzmqPH80";"<FACE WITH TEARS OF JOY>"
"1449";"The Girl from The Ring &amp; 9/11 my first picture that day! https://t.co/eE4lZXEcLt https://t.co/GsjrwanROu";""
"1450";"RT @davidfrum: ""Neither the White House nor the President will comment further until such oversight is conducted.- Sean Spicer, M ";""
"1451";"RT @kooksbrighton: Coffee &amp; tunes = bliss! We've got both, so come in and say hi! #coffee #Brighton 
https://t.co/hquG0wTxrM https://t.co/c";""
"1452";"RT @KevinWonkaHart: Could've just said Scrappy Doo but 16 year olds run these pages and don't know who that is. https://t.co/poPSgRbokl";""
"1453";"RT @NicolaWintrip: Good. Not get yourself back to rotting in jail you convicted sex offender. https://t.co/F5IhlpG0pf";""
"1454";"RT @Greg11285259: @crockpics @natmeirinho  Here's a picture of Janis and her dog George the white dog was actually her friends.;-) https://";""
